,fecha,latitud,longitud,url,titulo,tipo_propiedad,precio,moneda,m2,ambientes
289,2020_04_25,-34.5920732,-58.3942764,https://departamento.mercadolibre.com.ar/MLA-841873149-moderno-departamento-recoleta-hasta-6-huespedes-_JM,"Moderno Departamento Recoleta, Hasta 6 Huespedes",Departamento,3500.0,ARS,58,2
290,2020_04_25,-34.6566819,-58.4773569,https://departamento.mercadolibre.com.ar/MLA-841900291-dueno-alquila-2-amb-sinexpens-con-o-sin-garantia-sin-abl-_JM,Dueño Alquila 2 Amb. Sin/expens. Con O Sin Garantia  Sin Abl,Departamento,17000.0,ARS,35,2
292,2020_04_25,-34.6168101,-58.3628155,https://departamento.mercadolibre.com.ar/MLA-841936706-excelente-alquiler-2-ambientes-50m-amoblado-y-equipado-en-puerto-madero-_JM,"Excelente Alquiler 2 Ambientes 50m², Amoblado Y Equipado En Puerto Madero",Departamento,50000.0,ARS,50,2
293,2020_04_25,-34.5525943,-58.4429397,https://departamento.mercadolibre.com.ar/MLA-841937128-belgrano-2-ambientes-vista-al-rio-edificio-husares-_JM,Belgrano 2 Ambientes - Vista Al Rio - Edificio Husares,Departamento,35000.0,ARS,50,2
294,2020_04_25,-34.5985757,-58.4211832,https://departamento.mercadolibre.com.ar/MLA-841942880-alquilo-dpto-2-amb-en-almagro-_JM,Alquilo Dpto 2 Amb En Almagro ,Departamento,18000.0,ARS,40,2
295,2020_04_25,-34.6442377,-58.4965485,https://departamento.mercadolibre.com.ar/MLA-841948994-dto-en-alquiler-2-ambientes-muy-luminoso-_JM,Dto En Alquiler 2 Ambientes Muy Luminoso,Departamento,18000.0,ARS,35,2
313,2020_04_25,-34.6240865,-58.390365,https://departamento.mercadolibre.com.ar/MLA-842458423-dueno-alquila-para-personal-de-la-fuerza-_JM,Dueño Alquila Para Personal De La Fuerza,Departamento,13600.0,ARS,45,2
314,2020_04_25,-34.6368072,-58.3730675,https://departamento.mercadolibre.com.ar/MLA-842460868-dueno-alquila-con-recibo-de-fuerzas-armadas-_JM,Dueño Alquila Con Recibo De Fuerzas Armadas,Departamento,15500.0,ARS,64,2
320,2020_04_25,-34.611243,-58.360545,https://departamento.mercadolibre.com.ar/MLA-842546382-departamento-en-alquiler-ubicado-en-puerto-madero-capital-federal-_JM,"Departamento  En Alquiler Ubicado En Puerto Madero, Capital Federal",Departamento,1100.0,USD,82,2
330,2020_04_25,-34.5848794,-58.4232657,https://departamento.mercadolibre.com.ar/MLA-842596852-2-amb-full-amenities-con-renta-en-torre-quo-palermo-soho-_JM,2 Amb Full Amenities Con Renta En Torre Quo - Palermo Soho,Departamento,270000.0,USD,53,2
333,2020_04_25,-34.6252175,-58.4530063,https://departamento.mercadolibre.com.ar/MLA-842671322-depto-2-amb-tipo-casa-con-patio-sav-rivadavia-caballito-_JM,Depto 2 Amb Tipo Casa Con Patio S/av Rivadavia Caballito,Departamento,28500.0,ARS,45,2
335,2020_04_25,-34.5776198,-58.4651217,https://departamento.mercadolibre.com.ar/MLA-842700788-alquiler-departamento-2-ambientes-villa-ortuzar-balcon-_JM,Alquiler Departamento 2 Ambientes Villa Ortuzar Balcon,Departamento,16000.0,ARS,42,2
338,2020_04_25,-34.605096,-58.3802567,https://departamento.mercadolibre.com.ar/MLA-842754578-2-amb-excelente-ubicacion-apto-prof-seguridad--_JM,2 Amb Excelente Ubicacion Apto Prof -seguridad-,Departamento,17000.0,ARS,45,2
341,2020_04_25,-34.598671,-58.3882956,https://departamento.mercadolibre.com.ar/MLA-842834080-2-amb-impecables-amoblados-y-equipados-a-full-dueno-directo-_JM,2 Amb  Impecables Amoblados Y Equipados A Full Dueño Directo,Departamento,28500.0,ARS,35,2
342,2020_04_25,-34.5473672,-58.4904697,https://departamento.mercadolibre.com.ar/MLA-842844193-depto-2-ambientes-con-coch-abl-aysa-y-expensas-incluidas-_JM,"Depto 2 Ambientes Con Coch., Abl, Aysa Y Expensas Incluidas",Departamento,30000.0,ARS,50,2
343,2020_04_25,-34.6161716,-58.4473454,https://departamento.mercadolibre.com.ar/MLA-842864375-departamento-2-ambientes-caballito-_JM,Departamento 2 Ambientes Caballito,Departamento,17000.0,ARS,40,2
345,2020_04_25,-34.6177194,-58.3620561,https://departamento.mercadolibre.com.ar/MLA-842892245-dos-excdpto-vista-a-dique-pexigentes-estilo-faena-2-amb-_JM,Dos Exc.dpto Vista A Dique P/exigentes Estilo Faena 2 Amb,Departamento,150.0,USD,75,2
346,2020_04_25,-34.6177194,-58.3620561,https://departamento.mercadolibre.com.ar/MLA-842892258-dos-excdpto-vista-a-dique-pexigentes-estilo-faena-2-amb-_JM,Dos Exc.dpto Vista A Dique P/exigentes Estilo Faena 2 Amb,Departamento,150.0,USD,75,2
348,2020_04_25,-34.5859562,-58.4763611,https://departamento.mercadolibre.com.ar/MLA-842903724-alquiler-departamento-2-amb-en-v-urquiza-cserv-inluidos-_JM,Alquiler Departamento 2 Amb En V. Urquiza C/serv. Inluidos,Departamento,23000.0,ARS,56,2
355,2020_04_25,-34.6257443,-58.4575689,https://departamento.mercadolibre.com.ar/MLA-842950188-departamento-temporario-en-flores-_JM,Departamento Temporario En Flores,Departamento,2400.0,ARS,50,2
359,2020_04_25,-34.6265368,-58.4643585,https://departamento.mercadolibre.com.ar/MLA-843026266-dto-de-2-ambientes-bano-completo-muy-buena-ubicacion-_JM,Dto De 2 Ambientes Baño Completo Muy Buena Ubicacion,Departamento,30000.0,ARS,38,2
361,2020_04_25,-34.6853385,-58.4801562,https://departamento.mercadolibre.com.ar/MLA-843060536-departamento-2-amb-con-cochera-_JM,Departamento 2 Amb Con Cochera,Departamento,20000.0,ARS,50,2
363,2020_04_25,-34.570846,-58.434898,https://departamento.mercadolibre.com.ar/MLA-843096434-duplex-temporario-en-las-canitas-hasta-4-personas-_JM,Duplex Temporario En Las Cañitas - Hasta 4 Personas,Departamento,1800.0,ARS,70,2
368,2020_04_25,-34.5766648,-58.4236076,https://departamento.mercadolibre.com.ar/MLA-843125938-gcruz-2900-exel-2-ambcoch-aprof-exp16500vigamenitis-_JM,G.cruz 2900 Exel 2 Amb.coch .a/prof Exp$16.500.vig.amenitis,Departamento,18500.0,ARS,53,2
369,2020_04_25,-34.5797618,-58.4129034,https://departamento.mercadolibre.com.ar/MLA-843146534-dueno-alquila-dpto-impecable-en-inmejorable-zona-palermo-_JM,Dueño Alquila Dpto Impecable En Inmejorable Zona Palermo,Departamento,25000.0,ARS,42,2
371,2020_04_25,-34.6179401,-58.3894987,https://departamento.mercadolibre.com.ar/MLA-843302973-hermoso-y-soleado-2-ambientes-c-balcon-impecable-excelente-zona-alquiler-temporario-_JM,Hermoso Y Soleado 2 Ambientes C/ Balcón Impecable! - Excelente Zona - Alquiler Temporario,Departamento,35000.0,ARS,40,2
372,2020_04_25,-34.5983108,-58.3725839,https://departamento.mercadolibre.com.ar/MLA-843349800-retiro-alquiler-temporario-2-ambientes-_JM,Retiro | Alquiler Temporario - 2 Ambientes,Departamento,28000.0,ARS,40,2
380,2020_04_25,-34.6059557,-58.4289994,https://departamento.mercadolibre.com.ar/MLA-843440625-departamento2-ambientes-1-bano-_JM,Departamento.2 Ambientes 1 Baño,Departamento,19000.0,ARS,43,2
385,2020_04_25,-34.5985788,-58.3854222,https://departamento.mercadolibre.com.ar/MLA-843699047-excelente-oportunidad-local-comercial-en-tribunales-_JM,"Excelente Oportunidad, Local Comercial En Tribunales",Departamento,40000.0,ARS,100.54,2
390,2020_04_25,-34.5877829,-58.383857,https://departamento.mercadolibre.com.ar/MLA-843845351-departamento-cool-en-recoleta-con-laundry-y-seguridad-_JM,Departamento Cool En Recoleta Con Laundry Y Seguridad,Departamento,33000.0,ARS,42,2
391,2020_04_25,-34.6034303,-58.3784913,https://departamento.mercadolibre.com.ar/MLA-843849989-departamento-el-farolito-av-corrientes-cerca-del-obelisco-_JM,Departamento  El Farolito  Av. Corrientes Cerca Del Obelisco,Departamento,2300.0,ARS,40,2
393,2020_04_25,-34.6062225,-58.431591,https://departamento.mercadolibre.com.ar/MLA-843858314-hermoso-depto-excelente-estado-htal-italiano-pque-centenario-_JM,Hermoso Depto Excelente Estado Htal Italiano Pque Centenario,Departamento,2000.0,ARS,55,2
395,2020_04_25,-34.6073117,-58.473879,https://departamento.mercadolibre.com.ar/MLA-843861486-departamento-en-alquiler-2-ambientes-paternal-_JM,Departamento En Alquiler 2 Ambientes Paternal,Departamento,15000.0,ARS,33,2
397,2020_04_25,-34.6222469,-58.4434606,https://departamento.mercadolibre.com.ar/MLA-843961307-alquiler-departamento-caballito-2-amb-_JM,Alquiler Departamento Caballito 2 Amb.,Departamento,20000.0,ARS,43,2
398,2020_04_25,-34.5928994,-58.3765817,https://departamento.mercadolibre.com.ar/MLA-843971749-dos-ambientes-retiro-amoblado-vista-al-rio-_JM,Dos Ambientes Retiro Amoblado Vista Al Rio!,Departamento,28000.0,ARS,32,2
401,2020_04_25,-34.5943053,-58.4212675,https://inmueble.mercadolibre.com.ar/MLA-844127381-departamento-en-alquiler-temporal-palermo-soho-_JM,Departamento En  Alquiler Temporal Palermo Soho,Ph,2500.0,ARS,55,2
402,2020_04_25,-34.638604,-58.5290865,https://departamento.mercadolibre.com.ar/MLA-844129947-monoambiente-en-alquiler-a-metros-de-la-estacion-_JM,Monoambiente En Alquiler A Metros De La Estacion,Departamento,13500.0,ARS,40,2
406,2020_04_25,-34.6100576,-58.4493903,https://departamento.mercadolibre.com.ar/MLA-844258926-2-amb-dueno-contrafrente-vista-abierta-con-renta-_JM,2 Amb Dueño Contrafrente Vista Abierta Con Renta,Departamento,120000.0,USD,40,2
410,2020_04_25,-34.6255606,-58.4672495,https://departamento.mercadolibre.com.ar/MLA-844318434-alquilo-depto-2-amb-super-luminoso-apto-profesional-_JM,Alquilo Depto. 2 Amb Super Luminoso - Apto Profesional,Departamento,12500.0,ARS,40,2
411,2020_04_25,-34.6078911,-58.4203453,https://departamento.mercadolibre.com.ar/MLA-844325050-salguero-y-diaz-velez-nuevo-monoambiente-equipado-_JM,Salguero Y Diaz Velez. Nuevo Monoambiente Equipado,Departamento,26600.0,ARS,37,2
413,2020_04_25,-34.5682788,-58.4348366,https://departamento.mercadolibre.com.ar/MLA-844399018-depto-moderno-y-luminoso-2amb-1b-canitas-la-mejor-zona-_JM,Depto Moderno Y Luminoso - 2amb - 1b - Cañitas La Mejor Zona,Departamento,35000.0,ARS,46,2
414,2020_04_25,-34.6036835,-58.4151535,https://departamento.mercadolibre.com.ar/MLA-844474415-abasto-alquiler-2-amb-amplio-fte-balcon-amenities-_JM,Abasto Alquiler 2 Amb Amplio Fte Balcón. Amenities.,Departamento,22000.0,ARS,57,2
419,2020_04_25,-34.6303688,-58.4063077,https://departamento.mercadolibre.com.ar/MLA-844507328-dto-2amb-a-estrenar-dueno-directo-_JM,Dto 2amb A Estrenar!!!!!!! Dueño Directo!!!!,Departamento,22000.0,ARS,53,2
423,2020_04_25,-34.599081,-58.3782947,https://departamento.mercadolibre.com.ar/MLA-844628305-alquiler-temporal-microcentro-buenos-aires-esmerlada-700-_JM,Alquiler Temporal Microcentro Buenos Aires. Esmerlada 700,Departamento,29500.0,ARS,50,2
424,2020_04_25,-34.5708431,-58.4330643,https://departamento.mercadolibre.com.ar/MLA-844660322-departamento-alquiler-canitas-2-ambientes-cochera-_JM,Departamento - Alquiler - Cañitas -2 Ambientes - Cochera,Departamento,40000.0,ARS,65,2
427,2020_04_25,-34.6086857,-58.4197274,https://departamento.mercadolibre.com.ar/MLA-844758333-departamento-en-alquiler-2-amb-con-balcon-_JM,Departamento En Alquiler 2 Amb. Con Balcón,Departamento,20000.0,ARS,42,2
